sample_id,time,line_id,line_name,station_id,nearest_boarding_station,destination_station,current_location,walk_distance_m,inflow_30m,outflow_30m,weather,temperature,headway,online_vehicle,total_vehicle,is_peak,scenic_name,scenic_type,scenic_intensity,advice_intent,crowding_adjusted,congestion_adjusted,seat_pressure,boarding_convenience,advice_level,recommended_action,user_question,assistant_answer
TA00036,2024-04-07 17:52:00,2784f60394214283364aa4321717a939,104路,eaa33713ea5567ae15d489abd052d999,公安局,南门山（八角井）,公安局公交港湾约681米,681,228,46,大雪,11.4,26.6,13,14,0,行政服务中心,政务集散,0.624,换乘规划,0.851,0.99,0.9,0.149,强提醒,避让/错峰,请帮我判断下，现在从公安局公交港湾约681米去南门山（八角井），推荐按原计划等车还是换个方案？,"您好！从公安局公交港湾约681米前往南门山（八角井），距离上车点公安局约681米，走过去很近。

目前104路的车厢拥挤度在 85% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 26.6 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00037,2024-04-07 08:00:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,7ebde94ec58378ede1d759b7aeb686ba,群安路口,蒿枝坝,群安路口公交港湾约697米,697,48,33,晴,12.6,8.8,10,14,1,实验中学考点周边,高峰集散,0.41,雨天出行,0.608,0.704,0.574,0.129,普通,常态候车,外面天气感觉一般，我从群安路口公交港湾约697米出发去蒿枝坝，帮我看看路况和车上挤不挤。,"您好！从群安路口公交港湾约697米前往蒿枝坝，目前正值高峰时段，周边道路和客流压力较大。

目前108路的车厢拥挤度在 61% 左右，道路拥堵指数 70%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00038,2024-04-07 15:02:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,人武部,桥南新苑商圈附近约334米,334,303,66,大雪,22.3,26.9,7,8,1,江东滨江带,滨江休闲,0.613,换乘规划,0.956,0.879,0.921,0.583,强提醒,避让/错峰,我现在在桥南新苑商圈附近约334米，要去人武部，走过去坐204路合适吗？,"您好！从桥南新苑商圈附近约334米前往人武部，目前正值高峰时段，周边道路和客流压力较大。

目前204路的车厢拥挤度在 96% 左右，道路拥堵指数 88%。受路况影响，预计当前发车间隔较长（约 26.9 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00039,2024-04-07 08:39:00,2784f60394214283364aa4321717a939,104路,c168834e7938208f9b8b7137ba4db325,泽胜温泉城,洗墨路口,泽胜温泉城对面天桥下约158米,158,51,30,晴,34.2,11.1,12,14,1,实验中学考点周边,高峰集散,0.63,晚高峰回家,0.759,0.704,0.665,0.802,普通,常态候车,请帮我判断下，现在从泽胜温泉城对面天桥下约158米去洗墨路口，推荐按原计划等车还是换个方案？,"您好！从泽胜温泉城对面天桥下约158米前往洗墨路口，目前正值高峰时段，周边道路和客流压力较大。

目前104路的车厢拥挤度在 76% 左右，道路拥堵指数 70%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00040,2024-04-07 22:46:00,c2b333726a91ce0fb6190c8e428177d5,101路,1728188a4355d1263bb2fb3b086c3429,三中院,大华公寓,三中院公交港湾约616米,616,29,18,晴,30.3,11.8,16,19,1,人武部换乘口,换乘热点,0.257,景区避堵,0.648,0.703,0.613,0.23,普通,常态候车,我刚到三中院公交港湾约616米附近，准备回大华公寓，坐101路的话要等很久吗？,"您好！从三中院公交港湾约616米前往大华公寓，目前正值高峰时段，周边道路和客流压力较大。

目前101路的车厢拥挤度在 65% 左右，道路拥堵指数 70%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00041,2024-04-07 12:21:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,6e0ad44c3f0a9d2f3209659f40eb74b9,蒿枝坝,桥南新苑,蒿枝坝商圈附近约673米,673,43,21,多云,17.9,9.0,6,8,1,实验中学考点周边,高峰集散,0.341,换乘规划,0.79,0.688,0.661,0.159,普通,常态候车,外面天气感觉一般，我从蒿枝坝商圈附近约673米出发去桥南新苑，帮我看看路况和车上挤不挤。,"您好！从蒿枝坝商圈附近约673米前往桥南新苑，目前正值高峰时段，周边道路和客流压力较大。

目前204路的车厢拥挤度在 79% 左右，道路拥堵指数 69%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00042,2024-04-07 18:41:00,d288657336e08c8f69db3df62d8f24c1,107B路,77e5c0b74c44c9c243d16961e8a5cbda,大修厂,邮政局,大修厂北侧路口约772米,772,31,22,晴,28.0,11.8,7,9,1,人武部换乘口,换乘热点,0.459,晚高峰回家,0.58,0.659,0.566,0.1,普通,常态候车,外面天气感觉一般，我从大修厂北侧路口约772米出发去邮政局，帮我看看路况和车上挤不挤。,"您好！从大修厂北侧路口约772米前往邮政局，目前正值高峰时段，周边道路和客流压力较大。

目前107B路的车厢拥挤度在 58% 左右，道路拥堵指数 66%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00043,2024-04-07 22:42:00,2784f60394214283364aa4321717a939,104路,97829a59879c4da2fd4d3497526a7c7a,人武部,泽胜温泉城（西门）,人武部北侧路口约291米,291,41,18,小雨,33.5,8.1,14,14,1,白鹤梁,文化景区,0.493,晚高峰回家,0.899,0.929,0.782,0.636,强提醒,避让/错峰,外面天气感觉一般，我从人武部北侧路口约291米出发去泽胜温泉城（西门），帮我看看路况和车上挤不挤。,"您好！从人武部北侧路口约291米前往泽胜温泉城（西门），目前正值高峰时段，周边道路和客流压力较大。

目前104路的车厢拥挤度在 90% 左右，道路拥堵指数 93%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00044,2024-04-07 08:29:00,0579abf0fa4403b90a190dbaea38636c,127路,92aaf0a5a4f504eff43f8c80520d8bac,行政服务中心,南门山（八角井）,行政服务中心对面天桥下约658米,658,11,8,小雨,31.1,20.2,12,19,0,宏声桥商圈,商圈客流,0.886,晚高峰回家,0.489,0.99,0.676,0.177,强提醒,避让/错峰,请帮我判断下，现在从行政服务中心对面天桥下约658米去南门山（八角井），推荐按原计划等车还是换个方案？,"您好！从行政服务中心对面天桥下约658米前往南门山（八角井），当前外面是小雨，距离行政服务中心站还有658米步行路程，请务必备好雨具注意安全。

目前127路的车厢拥挤度在 49% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 20.2 分钟）。另外，受宏声桥商圈商圈客流影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00045,2024-04-07 18:12:00,14cb7122f64146b02a21c2c791af904d,102路,91272eda9927c4862979e668d0295d1f,协信花园,行政服务中心,协信花园东侧约413米,413,194,140,小雨,30.8,8.6,15,20,0,江东滨江带,滨江休闲,0.53,通勤出行,0.857,0.555,0.652,0.484,强提醒,避让/错峰,我现在在协信花园东侧约413米，要去行政服务中心，走过去坐102路合适吗？,"您好！从协信花园东侧约413米前往行政服务中心，当前外面是小雨，距离协信花园站还有413米步行路程，请务必备好雨具注意安全。

目前102路的车厢拥挤度在 86% 左右，道路拥堵指数 56%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00046,2024-04-07 16:03:00,c2b333726a91ce0fb6190c8e428177d5,101路,4f2375ed5c0e099e70dd1442883dc302,杨树新村菜市场,三机关,杨树新村菜市场对面天桥下约266米,266,79,16,大雨,9.8,17.5,18,19,0,江东滨江带,滨江休闲,0.359,雨天出行,0.99,0.99,0.909,0.667,强提醒,避让/错峰,请帮我判断下，现在从杨树新村菜市场对面天桥下约266米去三机关，推荐按原计划等车还是换个方案？,"您好！从杨树新村菜市场对面天桥下约266米前往三机关，距离上车点杨树新村菜市场约266米，走过去很近。

目前101路的车厢拥挤度在 99% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 17.5 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00047,2024-04-07 15:41:00,c2b333726a91ce0fb6190c8e428177d5,101路,7d4fdf0708e29f37faf86899e40aa413,桥南第一村,沙溪温泉,桥南第一村商圈附近约468米,468,56,23,多云,19.4,8.1,19,19,1,高笋塘步行区,商圈客流,0.514,晚高峰回家,0.872,0.706,0.702,0.415,强提醒,避让/错峰,我刚到桥南第一村商圈附近约468米附近，准备回沙溪温泉，坐101路的话要等很久吗？,"您好！从桥南第一村商圈附近约468米前往沙溪温泉，目前正值高峰时段，周边道路和客流压力较大。

目前101路的车厢拥挤度在 87% 左右，道路拥堵指数 71%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00048,2024-04-07 21:03:00,2784f60394214283364aa4321717a939,104路,32a6fa0bebd45f310a059e32092bf0c5,火炬广场,城六校（乌江校区）,火炬广场北侧路口约394米,394,43,29,晴,13.0,8.6,14,14,1,图书馆文化区,文教热点,0.835,雨天出行,0.98,0.737,0.768,0.508,强提醒,避让/错峰,我现在在火炬广场北侧路口约394米，要去城六校（乌江校区），走过去坐104路合适吗？,"您好！从火炬广场北侧路口约394米前往城六校（乌江校区），目前正值高峰时段，周边道路和客流压力较大。

目前104路的车厢拥挤度在 98% 左右，道路拥堵指数 74%。另外，受图书馆文化区文教热点影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00049,2024-04-07 11:46:00,31f975ac1fa38166b5ca3eb552503516,206路,e65b76b55f4e5eaa894486edf90a6878,森林公园,杨柳站,森林公园东侧约609米,609,21,8,小雨,15.5,9.4,12,14,1,江东滨江带,滨江休闲,0.795,晚高峰回家,0.856,0.919,0.766,0.239,强提醒,避让/错峰,外面天气感觉一般，我从森林公园东侧约609米出发去杨柳站，帮我看看路况和车上挤不挤。,"您好！从森林公园东侧约609米前往杨柳站，当前外面是小雨，距离森林公园站还有609米步行路程，请务必备好雨具注意安全。

目前206路的车厢拥挤度在 86% 左右，道路拥堵指数 92%。另外，受江东滨江带滨江休闲影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00050,2024-04-07 15:08:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,fcc535d2cd655625e8835c6f4a092573,罗家花园,杨柳站,罗家花园公交港湾约740米,740,173,61,小雨,14.4,14.4,5,8,0,行政服务中心,政务集散,0.339,换乘规划,0.99,0.642,0.784,0.1,强提醒,避让/错峰,我刚到罗家花园公交港湾约740米附近，准备回杨柳站，坐204路的话要等很久吗？,"您好！从罗家花园公交港湾约740米前往杨柳站，当前外面是小雨，距离罗家花园站还有740米步行路程，请务必备好雨具注意安全。

目前204路的车厢拥挤度在 99% 左右，道路拥堵指数 64%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00051,2024-04-07 11:22:00,21c4fd80af0c3078a9bd828c0a66a048,202路,fe24e7558457ffb3668f9b88e6746382,奥体中心,实验中学,奥体中心对面天桥下约320米,320,28,20,多云,7.7,8.4,15,19,1,白鹤梁,文化景区,0.808,换乘规划,0.663,0.648,0.582,0.6,普通,常态候车,我现在在奥体中心对面天桥下约320米，要去实验中学，走过去坐202路合适吗？,"您好！从奥体中心对面天桥下约320米前往实验中学，目前正值高峰时段，周边道路和客流压力较大。

目前202路的车厢拥挤度在 66% 左右，道路拥堵指数 65%。另外，受白鹤梁文化景区影响，途经该区域可能会有客流聚集。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00052,2024-04-07 16:01:00,2784f60394214283364aa4321717a939,104路,396c1979928ef81d9d2ccfbd2864a0b3,大塘路口,实验中学,大塘路口商圈附近约641米,641,31,22,阴,19.6,11.4,14,14,1,行政服务中心,政务集散,0.599,景区避堵,0.776,0.678,0.667,0.199,普通,常态候车,结合现在的天气和附近客流，从大塘路口商圈附近约641米去实验中学怎么走最稳妥？,"您好！从大塘路口商圈附近约641米前往实验中学，目前正值高峰时段，周边道路和客流压力较大。

目前104路的车厢拥挤度在 78% 左右，道路拥堵指数 68%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00053,2024-04-07 18:43:00,d288657336e08c8f69db3df62d8f24c1,107B路,d9cdef6aab1d2755e902a75df225c7d7,江东师院,图书馆,江东师院东侧约133米,133,9,5,阴,19.5,28.3,6,9,0,高笋塘步行区,商圈客流,0.449,雨天出行,0.46,0.981,0.713,0.834,强提醒,避让/错峰,我现在在江东师院东侧约133米，要去图书馆，走过去坐107B路合适吗？,"您好！从江东师院东侧约133米前往图书馆，距离上车点江东师院约133米，走过去很近。

目前107B路的车厢拥挤度在 46% 左右，道路拥堵指数 98%。受路况影响，预计当前发车间隔较长（约 28.3 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
